"카테고리","대표질문","유사질문","검증샘플","의도","답변"
"집전화","별정통신 가입자도 olleh 집전화 맞춤형 정액제 신청이 가능한가요?","","별정통신 가입자도 olleh 집전화 맞춤형 정액제 신청이 가능한가요?","요금제 안내 ","맞춤형 정액제는 한시적으로 신청이 가능했던 상품으로 현재 신규가입이 중단되어 신청이 어렵습니다."
"집전화","olleh 집전화 맞춤형 정액제가 무엇인가요?","","olleh 집전화 맞춤형 정액제가 무엇인가요?","요금제 안내 ","맞춤형 정액제란 고객님의 월평균 통화요금에 일정금액을 추가로 지불하는 조건으로 가입하여 시내전화 및 시외전화를 무제한 사용하는 서비스입니다.  단, 맞춤형 정액제는 2002년 9월 10일~2002년 12월 9일까지 한시적으로 신청이 가능했던 특판 서비스로 현재 신규가입 신청이 어렵습니다."
"집전화","olleh 집전화 맞춤형 정액제 대상 시내/외 통화요금의 범위는 어디까지 인가요?","","olleh 집전화 맞춤형 정액제 대상 시내/외 통화요금의 범위는 어디까지 인가요?","요금제 안내 ","정액제에 포함되는 통화는 다음과 같습니다.   ① 시내/외 통화요금 -131,116 등 특수번호 통화   ② 다이얼 업 PC통신, 일반 FAX   ③ 114에서 직접연결 시 발생하는 해당 통화료   ④ 인터넷전화 발신 시 (070, LVNP포함) 정액제에서 제외되는 통화   단, 맞춤형 정액제는 현재 신규가입이 중단된 상태이므로 사용 중 요금제를 해지하시면 재가입 신청이 어렵습니다."
"집전화","휴대전화에서 olleh 집전화 후불전화카드(구 kt 패스카드) 사용이 가능하나요?","","휴대전화에서 olleh 집전화 후불전화카드(구 kt 패스카드) 사용이 가능하나요?","후불전화카드","현재 모든 핸드폰에서 후불전화카드(구 kt 패스카드)로 통화가 가능합니다. 단, olleh 모바일의 경우는 모든 통화가 가능하나, SKT, LGT의 경우는 국제통화만 가능합니다."
"집전화","시내전화는 어디가 가장 저렴한가요?","","시내전화는 어디가 가장 저렴한가요?","이용안내","모든 통신사의 시내요금은 동일합니다."
"집전화","5,000원권을 구매하여 다 사용했는데 30,000으로 충전이 가능하나요?","","5,000원권을 구매하여 다 사용했는데 30,000으로 충전이 가능하나요?","선불전화카드","네, 가능합니다. 카드권면액에 관계없이 어느금액으로도 충전이 가능합니다. 올레 플라자나 인터넷, ARS(가상계좌, 신용카드)를 통해 충전이 가능합니다."
"집전화","회사명이 바뀌었는데 어떻게 하나요?","","회사명이 바뀌었는데 어떻게 하나요?","기타","아래의 구비서류를 준비하시어 올레 고객센터(국번 없이 100번, 휴대폰 이용 시 지역번호 포함)로 전화 주시면 변경 처리를 해드리고 있습니다. ○ 법인: 법인 인감증명서, 인감 날인된 위임장, 대리인신분증, 등기부등본(114 게재명의 정정필요 시 사업자등록증 추가) ※ 인감증명서는 3개월 이내 분만 유효하며, 위임장은 별도의 양식 없이 A4용지에 해당 서비스와 관련된 내용 및 위임사실을 기재해 주시고 인감도장을 날인해 주시면 됩니다."
"집전화","olleh 집전화 ann폰이 고장나면 어디서 수리받을 수 있나요?","","olleh 집전화 ann폰이 고장나면 어디서 수리받을 수 있나요?","집전화Ann ","Ann폰 제조사 고객센터에 전화를 하거나, 가까운 A/S 센터를 방문하셔서 수리를 받는 것이 가장 빠릅니다. 제조사와 상관없이 무상 수리 기간은 1년(단, 배터리는 6개월)이나, 고객의 부주의나 천재지변으로 인한 A/S는 고객이 비용을 부담하셔야 합니다.  Ann폰의 소모품인 배터리는 단말 제조사에서 구입하실 수 있습니다. ※ 현재 Ann폰 구매는 중단되었습니다."
"집전화","전화를 받을 수 없습니다.(착신불가)","","전화를 받을 수 없습니다.(착신불가)","장애대처 ","전화를 받을 수 없는 경우는 다음을 먼저 확인해 보시기 바랍니다.    ① 다른 전화기를 이용하여 전화 벨이 울리는지 확인 하셨습니까?    ② 무선 전화기 밧데리의 충전은 충분한지 확인 하셨습니까?     ※ 위에 안내해 드린 내용을 확인한 후에도 집전화 이용에 불편을 겪으시는 경우 올레 고객센터(국번 없이 100번)로 전화하시어 상담 받아보시기 바랍니다."
"집전화","전화를 두 대 이상 쓰는 고객에 대해 유선 포인트를 합산하여 운용할 수 있나요?","","전화를 두 대 이상 쓰는 고객에 대해 유선 포인트를 합산하여 운용할 수 있나요?","기타","유선 포인트는 식별번호(주민등록번호, 법인번호)별로 적립이 되므로, 두 대 이상의 전화를 동일한 식별번호로 이용 중이신 경우에는 합산된 유선 포인트를 이용하실 수 있습니다."
"집전화","OCP란 무엇의 약자이며 무슨의미 인가요?","","OCP란 무엇의 약자이며 무슨의미 인가요?","요금제 안내 ","OCP란, Optional Calling Plans(선택통화 요금 제도)의 약자로 고객의 이용패턴에 따라 설계된 다양한 요금제도이며 주로 사용하시는 시간대와 통화요금에 맞춰 할인혜택을 받으실 수 있습니다."
"집전화","olleh 집전화 통화연결음 기업 제작의뢰를 해놓고, 기업 보이스(기업 TTS, SELF PLUS)로 또 제작하면 이용요금은 어떻게 부과 되나요?","","olleh 집전화 통화연결음 기업 제작의뢰를 해놓고, 기업 보이스(기업 TTS, SELF PLUS)로 또 제작하면 이용요금은 어떻게 부과 되나요?","부가서비스 요금관련 ","통화연결음 기업 일반형(또는 고급형/VIP형)을 제작기간 동안 기업 보이스(또는 TTS, SELF PLUS)로 신청하셨을 경우, 이미 제작의뢰가 들어간 음원이 승인되면 승인된 음원이 나가고, 기업 보이스는 안 나오게 됩니다.  그러나 요금은 모두 다 청구되오니 기업 보이스(또는 TTS, SELF PLUS)를 계속 사용하시려면 국번 없이 1511번을 통해 제작의뢰 내역을 취소해 주시기 바랍니다."
"집전화","olleh 집전화 통화연결음 Biz 서비스 종류는 어떤것이 있나요?","","olleh 집전화 통화연결음 Biz 서비스 종류는 어떤것이 있나요?","부가서비스 상품정보","■  olleh 집전화 통화연결음 비즈는 주로 기업 고객을 대상으로 하는 서비스로 기업홍보 및      광고 음을 직접 제작하여 상대에게 들려주는 서비스입니다.       ① 스튜디오 제작 기본형 2만원/건 고객이 제안하는 멘트 제작 기본형 플러스 5만원/건      ② 중급성우 이용한 음원 제작 고급형 25만원/건      ③ 고급성우 이용한 음원 제작 VIP형 별도 협의/건      ④ 스타급 연예인 등을 통한 음원제작 선택형 5천원/건      ⑤ kt가 구비한 음원 제공 실속정액형 1천원/월      ⑥ kt가 제공하는 음원 내에서 자유로운 변경가능 (휴무 시간대 특화음원)          온라인 제작 TTS/SELF PLUS 5천원/건      ⑦ TTS: 웹 입력 TXT를 음원을 변경      ⑧ Self Plus: 웹 상호입력, kt 제작멘트 사용 Biz 보이스 1.5천원/건          고객의 목소리와 선택한 배경음원을 녹음하여 제작           ☞ 제작 의뢰하신 음원이 실제 적용되기 까지는 제작의뢰 후 3일 정도의 기간이 소요됩니다."
"집전화","olleh 집전화 맞춤형 정액제 복수 명의자의 일부 회선 설치장소 변경이 있을 경우 어떻게 하나요?","","olleh 집전화 맞춤형 정액제 복수 명의자의 일부 회선 설치장소 변경이 있을 경우 어떻게 하나요?","요금제 안내 ","복수 명의자가 일부 회선에 대해 설치장소를 변경할 경우 맞춤형 정액요금제는 그대로 연계됩니다. 따라서, 설치장소 변경 신청만 하시면 됩니다.  다만, 명의변경 시 맞춤형 정액요금제는 자동 해지됩니다.   ※ 맞춤형 정액제는 현재 신규가입이 중단되었습니다."
"집전화","olleh 집전화 신규 고객 또는 번호이동 변경 고객은 신규 및 변경과 동시에 전국단일요금제에 신청 가능한가요?","","olleh 집전화 신규 고객 또는 번호이동 변경 고객은 신규 및 변경과 동시에 전국단일요금제에 신청 가능한가요?","요금제 안내 ","olleh 집전화 신규, 번호이동 변경 고객은 신청과 동시에 신규가입이 가능합니다.  단, 동일명의/동일장소에 2회선 이상 신청 시 전국단일 요금제 일괄가입/일괄 해지가 됩니다."
"집전화","[전국통일요금제] 위약금 부과 이유 및 위약금 산정기준은 어떻게 되나요?","","[전국통일요금제] 위약금 부과 이유 및 위약금 산정기준은 어떻게 되나요?","요금제 안내 ","할인반환금은 가입기간 중 할인 받은 금액에 대한 할인반환금으로 가입 시 약정한 이용기간(3년)을 충족하지 못한 경우에만 부과됩니다.  할인반환금 산정은 월별 청구요금 대비 표준요금으로 계산된 실사용 금액의 차이를 이용기간 동안 누적 계산합니다."
"집전화","olleh 집전화는 개인이 몇 대까지 설치 가능하나요?","","olleh 집전화는 개인이 몇 대까지 설치 가능하나요?","이용안내","개인 명의로 신규 가입할 수 있는 집전화 서비스는 설치 대수에 제한이 없습니다. 단, 4회선 이상 신규 신청 시 올레 플라자로 내방해 주시거나 직원의 방문을 희망하시면 방문 접수도 가능합니다."
"집전화","전화 번호변경하면 왜 수수료가 나오나요?","","전화 번호변경하면 왜 수수료가 나오나요?","요금관련 ","전화번호를 변경하는 데 드는 최소한의 비용으로 재료비와 인건비 등을 포함하고 있습니다."
"집전화","해당국가 언어를 몰라도 교환원 직통전화 서비스의 이용이 가능한가요?","","해당국가 언어를 몰라도 교환원 직통전화 서비스의 이용이 가능한가요?","국제전화 이용안내 ","네, 가능합니다.  고국 교환원 직통전화 서비스의 가장 큰 장점은 자국인의 우리말 사용으로 해당국가의 언어를 몰라도 해외에서 한국으로 국제전화 통화가 가능한 것입니다.  단, 고국 교환원 직통전화 서비스는 2010년 3월 31일자로 서비스가 종료되었습니다."
"집전화","olleh 집전화 선불전화카드(구 월드폰플러스카드)로 전화를 걸다가 중간에 전화번호를 잘못 입력하면 처음부터 다시 번호를 눌러야 하나요?","","olleh 집전화 선불전화카드(구 월드폰플러스카드)로 전화를 걸다가 중간에 전화번호를 잘못 입력하면 처음부터 다시 번호를 눌러야 하나요?","선불전화카드","olleh 집전화 선불전화카드(구 월드폰플러스카드) 이용 시 전화번호를 잘못 입력하셨을 때에는 *키를 누르고 전화번호를 다시 입력하시면 통화가 연결됩니다."
"집전화","이메일 청구서에서 요금 청구서 조회는 어떻게 하나요?","","이메일 청구서에서 요금 청구서 조회는 어떻게 하나요?","요금관련 ","새 청구서가 도착하면 회원님의 이메일로 청구서 알림 메일이 발송되며, 첨부된 파일을 클릭하시면 보안 첨부 파일 형식의 이메일 청구서를 확인하실 수 있습니다.      ㅇ 조회 인증번호          ① 개인/법인/외국인: 등록번호 뒤 7자리 (xxxxxx-ooooooo)          ② 사업자/단체/공공기관: 등록번호 뒤 5자리 (xxx-xx-ooooo)         ③ 기타(여권번호 등): 번호 전체"
"집전화","olleh 집전화와 핸드폰 요금 청구서를 통합하여 하나로 받아볼 수 있나요?","","olleh 집전화와 핸드폰 요금 청구서를 통합하여 하나로 받아볼 수 있나요?","요금관련 ","olleh 모바일을 이용하시는 경우 olleh 집전화와 핸드폰 요금 청구서를 통합하여 합산청구 하실 수 있습니다.  합산청구를 하시면 한 장의 요금 청구서로 발송되며, 신청은 모바일 고객센터(핸드폰에서 국번 없이 114번)로 문의하시어 신청하시면 됩니다."
"집전화","olleh 집전화에서 핸드폰으로 전화를 걸 경우에 10초당 얼마로 적용되나요?","","olleh 집전화에서 핸드폰으로 전화를 걸 경우에 10초당 얼마로 적용되나요?","요금관련 ","ㅇ olleh 집전화에서 이동전화로 건 통화요금은 다음과 같습니다. (부가세 별도)구분통화시간요금평상시간08:00~21:00 14.5원/10초할인시간21:00~24:00,06:00~08:0013.67원/10초특별할인시간 00:00~06:0012.87원/10초공휴일06:00~24:00 할인시간 요금적용, 00:00~06:00 특별할인시간 요금적용"
"집전화","복지용전화에 후불전화카드(구 kt 패스카드)를 신청했는데, 후불전화카드(구 kt 패스카드)로 사용한 요금도 감면혜택을 받을 수 있나요?","","복지용전화에 후불전화카드(구 kt 패스카드)를 신청했는데, 후불전화카드(구 kt 패스카드)로 사용한 요금도 감면혜택을 받을 수 있나요?","요금관련 ","죄송합니다만, 후불전화카드(구 kt패스카드)로 이용한 요금은 복지통신 감면혜택에 적용되지 않습니다."
"집전화","컨텐츠 사용한적 없는데 결제 한도 초과라고 나옵니다.","","컨텐츠 사용한적 없는데 결제 한도 초과라고 나옵니다.","요금관련 ","일반적으로 컨텐츠 결제를 하시는 경우 한도 초과 메시지는 olleh 집전화에 대해 유료 컨텐츠 차단 신청이 되어 있는 경우일 수 있으며, 올레 고객센터(국번 없이 100번)로 문의 주시면 확인하실 수 있습니다. 단, 차단이 되어 있는 경우 해제는 명의자 본인을 통한 본인확인 절차가 필요한 점 참고하시기 바랍니다."
"집전화","olleh 집전화 ann 스팸문자차단 서비스 이용요금은 얼마인가요?","","olleh 집전화 ann 스팸문자차단 서비스 이용요금은 얼마인가요?","집전화Ann ","Ann 스팸문자차단 서비스의 이용 요금은 무료입니다. ※ 현재 Ann폰 구매는 중단되었습니다."
"집전화","SMS 이동전화 착신전환 서비스 이용요금은 얼마인가요?","","SMS 이동전화 착신전환 서비스 이용요금은 얼마인가요?","집전화Ann ","가입형 서비스로 매월 기본료 500원(착신전환서비스 또는 패스콜 가입고객 기본료 면제) 및 SMS 착신전환서비스 이용 시 L-M(집전화에서 이동전화로 발송 시) 착신 전환건에 대한 15원은 과금됩니다.  단, olleh 집전화 2/3Pack 가입고객의 SMS 무료 이용건수에는 적용 되며, 초과 이용 시 과금됩니다.※ SMS 이동전화 착신전환 서비스는 2011년 10월 23일자로 신규가입이 중단되었습니다."
"집전화","국제전화 001 800 단일번호(UIFN)란?","","국제전화 001 800 단일번호(UIFN)란?","국제전화 상품정보 ","국제전화 001 800 단일번호(UIFN)란, 국제클로버 서비스를 이용하고자 하는 가입자에게 통신 사업자 별로 상이한 국제 800 서비스 번호 체계를 전 세계적으로 통일하고, 발신자가 통화료 부담 없이 상품주문, 상품계약 등 필요한 정보를 제공하여 기업의 국제 마케팅 기회를 확대하여 주는 세계 단일번호 체계의 착신자 요금부담 서비스입니다.  전 세계적으로 동일 번호를 사용하므로 번호의 홍보비용 절감 및 이용이 편리하며, 서비스 제공국가 추가 시 기존번호를 사용하므로 시장의 확장이 용이합니다. 또한, 월 사용량에 따라 최고 25% 요금할인으로 기업의 통신비도 절감됩니다."
"집전화","Living SMS 이용요금은 어떻게 되나요?","","Living SMS 이용요금은 어떻게 되나요?","집전화Ann ","서비스 이용요금은 유료이며, 월 800원(부가세 별도)의 요금이 부과됩니다. 또한, Ann 2/3Pack 플러스 또는 프리미엄 SMS Pack 서비스 이용자의 경우, 별도 과금 없이 서비스를 이용할 수 있습니다.  SMS 수신 후 상세 음성정보 청취 시 시내 통화료가 부과됩니다  ※ 현재 Living SMS(구 생활단문 서비스) 서비스는 2011년 10월 23일자로 신규가입이 중단되었습니다.※ 현재 Ann폰 구매는 중단되었습니다."
"집전화","[전화전보신청] 115가 계속 통화중입니다! 급한데 정말 짜증납니다.","","[전화전보신청] 115가 계속 통화중입니다! 급한데 정말 짜증납니다.","kt 115전보","전보는 서비스의 특성상 연말연시, 인사, 선거 등 일정시기에 일시적으로 전보신청 전화가 폭주하는 경우가 있습니다. 그럴 경우 상담원을 전부 투입하여 고객님들의 신청을 보다 빨리 처리해 드리려 노력하고 있습니다만, 통화가 연결되지 않아 어려움을 토로하는 고객님들이 많아 너무 죄송스러운 마음뿐입니다.  먼저, 115 전화의 폭주로 신청이 불가하실 땐 i115 전보 홈페이지(http://i115.olleh.com)를 이용해주시면 보다 빠르게 처리해 드릴 수 있습니다.  또한, i115 전보 홈페이지를 이용하시면 기본요금과 전문 요금을 할인해 드리기 때문에 더욱 저렴하고 편리하게 신청하실 수 있습니다.인터넷 사용이 용이하지 않으신 경우, 통화 중이더라도 전화를 끊지 마시고 조금 기다려 주시면 더욱 빨리 응대 받으실 수 있습니다. 전화 연결 시스템이 전화를 거신 고객님들의 순서에 따라 상담원과 연결해주기 때문에 계속 전화하시고 끊고 하시는 것보다 기다리시는 것이 더 빨리 응대받으실 수 있는 방법입니다."
"집전화","olleh 홈페이지 폰서비스/집전화 내의 모든 컨텐츠 사용요금은 무료인가요?","","olleh 홈페이지 폰서비스/집전화 내의 모든 컨텐츠 사용요금은 무료인가요?","집전화Ann ","olleh 홈페이지(www.olleh.com) > 폰서비스 > 전화서비스 > 문자/팩스 > 집전화 문자 보내기 이용 시, 이용하신 금액은 다음 달 olleh 집전화의 사용요금에 청구됩니다.  ※ 부가팩 서비스에 가입되어 SMS 무료이용건수가 있는 고객님의 경우, 무료이용건수를 모두 사용하고 추가로 사용하는 건수에 대해서는 유료(10원/15원)입니다. (부가세 10%별도)"
"집전화","특정대상인(장애인, 20세 미만의 자녀를 둔 가정, 노인)을 위한 혜택이 있나요?","","특정대상인(장애인, 20세 미만의 자녀를 둔 가정, 노인)을 위한 혜택이 있나요?","요금관련 ","네, 장애인 및 국가유공자와 수급자 등을 대상으로는 복지통신을 신청하여 이용하실 수 있으며, 20세 미만인 자녀가 3명 이상인 가정에는 Big Family 서비스를 신청하여 이용하실 수 있습니다."
"집전화","[배달일미이행] 약속된 배달일에 전보가 도착하지 않았습니다. 어떻게 해야 하나요?","","[배달일미이행] 약속된 배달일에 전보가 도착하지 않았습니다. 어떻게 해야 하나요?","kt 115전보","저희 kt 전보는 고객님과의 약속을 최우선으로 하여 가능한 빨리 고객님의 전보를 전해 드리고자 노력하고 있습니다. 그러나 가끔 부득이한 사정이나 천재지변, 그리고 업무상의 실수로 간혹, 고객님과의 약속이 지켜지지 않는 경우가 가끔 발생되고 있습니다.  그러한 경우가 의심나시면 주저 없이 민원실 080-2580-115번으로 문의 주십시오. 인터넷으로 신청시 080-015-0115번으로 전화하셔도 빠른 답변을 받으실 수 있습니다."
"집전화","[선물전보] 선물만 보내고 싶은데, 꼭 카드를 선택해야 하나요?","","[선물전보] 선물만 보내고 싶은데, 꼭 카드를 선택해야 하나요?","kt 115전보","네, 전보는 메시지를 전하는 것이 기본적인 기능인 서비스입니다."
"집전화","신용카드로 통화하는 방법은 무엇인가요?","","신용카드로 통화하는 방법은 무엇인가요?","후불전화카드","신용카드 통화서비스00720은 국내, 외 해외 여행자가 소지한 일반 신용카드의 카드번호와 비밀번호를 이용하여 국내, 외 통화서비스를 이용하고 통화요금은 신용카드의 결제계좌로 청구되는 서비스입니다. ㅇ 한국 → 한국(시내전화): 00720 ⇒ 카드번호(16자리)# ⇒ 유효기간+주민번호(뒤7자리) ⇒ 지역번호 + 전화번호# ※ 동일지역이라도 지역번호를 눌러야 함 ㅇ 한국 → 외국: 00720 ⇒ 카드번호(16자리)# ⇒ 유효기간+주민번호(뒤7자리)⇒ 001 + 국가번호 + 지역번호 + 전화번호 #ㅇ 외국 → 한국 (제 3국 통화 불가): 국가별 접속번호 ⇒ ""3""번 선택 ⇒ 유효기간 + 주민번호(뒤7자리) ⇒ 지역번호(""0""포함) + 상대방 전화번호#ㅇ 공중전화기(국내 → 국내, 한국 → 외국)   - 대상전화기: 주화/카드겸용 공중전화기, IC카드 공중전화기   - 사용방법: 공중전화기에 신용카드 삽입 후 사용"
"집전화","olleh 집전화?프리미엄 SMS Pack 이란 무엇인가요?","","olleh 집전화?프리미엄 SMS Pack 이란 무엇인가요?","집전화Ann ","olleh 집전화 프리미엄 SMS Pack 부가서비스는 전송결과를 알려드리는 ''등기 SMS''와 SMS 착신전환, 생활정보 단문 서비스(Living SMS)가 olleh 집전화된 상품입니다.     ※ 월 정액: 1,000원(부가세 별도)    ※ 프리미엄 SMS Pack 서비스는 2011년 10월 23일자로 신규가입이 중단되었습니다."
"집전화","명의변경은 전화상으로 가능한가요?","","명의변경은 전화상으로 가능한가요?","기타","명의변경 방법은 아래와 같습니다. ① 가까운 올레 플라자를 방문하여 신청② 올레닷컴(www.olleh.com) → My올레 → 전화 → 가입정보 조회/변경 → (하단) 집전화 서비스에서 ''명의변경'' 메뉴를 통해 이용 가능  ※ 단, 양도인과 양수인 모두 SMS 인증 필요합니다."
"집전화","[배달일설정] 원하는 배달일이 선택되지 않습니다. 이상이 있는 것 아닌가요?","","[배달일설정] 원하는 배달일이 선택되지 않습니다. 이상이 있는 것 아닌가요?","kt 115전보","전보의 최단 배달가능일은 다음과 같은 항목들을 따져 결정됩니다.   ① 접수시간      고객님이 접수하신 시간에 따라 당일처리 여부가 결정됩니다.       업무마감시간은 오후 5시이며, 해당 사항은 i115전보 홈페이지(http://i115.olleh.com) >       이용안내 > 국내전보에서 확인하실 수 있습니다.       업무시간 내에 신청을 완료하시면 일단 금일내 처리가 되며, 그 이후에 신청하시면 익일      처리가 됩니다.   ② 받는 분의 주소      일단 처리가 된 전보는 받는 분의 주소지에 따라 배달일이 달라집니다.       당일 배달 지역은 ""특별배달""로 분류되어 있으며, 주로 도시권, 읍단위 지역(일부지역       제외)이 이에 해당하며 당일배달이 불가한 지역은 ""우편송달""로 분류하며, 이는 kt에서       직접 배달하지 않고 우편물로 위탁배송되기 때문에 2~3일의 기간이 소요됩니다.       우편배송지엔 일부 선물이나 카드가 배송이 불가하며, 이는 각각의 상품 상세 페이지를      참고하시기 바랍니다.   ③ 선택하신 선물      일부 선물의 특성에 따라 배달일이 결정됩 니다. 선물과 함께 보내시는 경우, 카드 자체      의 배달일보다는 선물의 배달 가능일로 배달일이 결정되는데, 예를 들어 우편송달(우송)      지역이라고 해도 선물 상품이 당일 배달이 가능하다면 해당 선물과 전보를 당일 배달       받으실 수 있습니다.        그러나 일부 상품은 품질이나 신선도를 유지하기 위해 주문 생산되기 때문에       일부 배달이 늦어질 수 있습니다. 케익의 예약 배달 상품과 떡, 한과와 같은 선물이       대표적인 예라고 할 수 있습니다.       이러한 상품의 배달일은 각각의 상품 상세 설명에 별도로 설명되어 있습니다.               대표적으로 위 3가지 항목을 따져 결정된 배달일을 달력형식으로 표현해드리고       있습니다. 회색으로 표기된 부분이 배달불가일이며, 하늘색으로 표기된 날이 배달       가능일입니다. 파란색 날짜의 숫자를 클릭하시면 고객님이 선택하시는 배달일로       설정이 됩니다.(선택될 경우 붉은색으로 표시됩니다.)       일부 휴일 배달을 해드리는 경우도 있습니다만, 인터넷으로는 아직 서비스하고 있지       않사오니 전화로 별도로 신청하셔야 합니다.       공휴일 배달(공배)을 원하실 경우, 배달료의 3배가 부과됩니다."
"집전화","olleh 집전화 전화요금과 olleh 집전화 ann폰 전화요금의 차이가 있나요?","","olleh 집전화 전화요금과 olleh 집전화 ann폰 전화요금의 차이가 있나요?","집전화Ann ","olleh 집전화에서 이용하실 경우와 Ann폰을 이용하실 경우 기본료, 시내통화료, 시외통화료 등의 요금은 모두 동일합니다. Ann폰은 기존 유, 무선 단말에 핸드폰의 편리한 기능을 추가하여 집안에서 편리하게 사용할 수 있도록 개발된 고기능 전화기로, 기존에 이용하셨던 전화기 대신에 Ann 전화기를 꽂으시어 이용하는 것이라고 생각하시면 됩니다. ※ 현재 Ann폰 구매는 중단되었습니다."
"집전화","800단일번호(UIFN)의 요금적용은 어떻게 되나요?","","800단일번호(UIFN)의 요금적용은 어떻게 되나요?","국제전화 상품정보 ","번호당 150,000원의 가입비(1회납)가 부과되며, 전화요금에 합산되어 청구됩니다. (부가세 별도)  이용요금은 월 통화량에 따라 5~25%까지 할인됩니다."
"집전화","[온라인입금] 비회원으로 온라인입금을 하려는데 입금해야할 금액을 잊어버렸습니다.","","[온라인입금] 비회원으로 온라인입금을 하려는데 입금해야할 금액을 잊어버렸습니다.","kt 115전보","로그인하지 않으신 상태에서 입금금액을 확인하시려면 i115 홈페이지(http://i115.olleh.com/) > ""배송조회"" 클릭하시고 신청하셨던 전보의 ""신청인"" 과 ""받는사람(혹은 요금 과금 전화번호: kt 전화요금합산 결제를 하신 경우) 정보를 입력해 주시면 비회원 결제를 하신 전보의 금액을 확인하실 수 있습니다.  또한, 080-015-0115번으로 전화 주시면 친절히 안내해 드리겠습니다."
"집전화","olleh 집전화 3인통화 서비스는 무엇인가요?","","olleh 집전화 3인통화 서비스는 무엇인가요?","부가서비스 상품정보","■  olleh 집전화 3인 통화 서비스란?     두 사람을 호출하여 동시에 통화할 때 이용하실 수 있는 서비스입니다.      ㅇ사용방법 : 한 사람과 통화 중인 상태에서 전화기의 훅 버튼을 누르고 제 3자에게                         전화하면 3사람이 함께 통화할 수 있습니다.         * 세 사람 동시통화 시 : 다른 전화 호출상태에서 다시 누름"
"집전화","[영수증발행] 115전보 - 세금 계산서가 필요한데요, 어떻게 신청하면 되죠?","","[영수증발행] 115전보 - 세금 계산서가 필요한데요, 어떻게 신청하면 되죠?","kt 115전보","세금 계산서 및 현금 영수증 등은 i115 홈페이지(http://i115.olleh.com/)의 고객센터 메뉴를 통해 문의 주시거나 국번 없이 115번으로 전화 주시면 바로 처리해 드립니다."
"집전화","olleh 집전화 후불전화카드(구 kt SKY 패스카드) 회원인데 kt 포인트 점수로 전환하고 싶어요","","olleh 집전화 후불전화카드(구 kt SKY 패스카드) 회원인데 kt 포인트 점수로 전환하고 싶어요","후불전화카드","후불전화카드(구 kt SKY 패스카드) 제휴를 폐지하시면 유선 포인트 점수를 받으실 수 있습니다.  단, 기존의 마일리지 점수는 그대로 고객님의 대한항공 SKYPASS 카드에 남아있게 되고 전환하신 당월 요금부터 유선 포인트 점수가 별도로 누적됩니다.   ※ olleh club 가입 고객은 제외"
"집전화","olleh 집전화 후불전화카드(구 kt 패스카드)를 빨리 등록하고 싶은데요?","","olleh 집전화 후불전화카드(구 kt 패스카드)를 빨리 등록하고 싶은데요?","후불전화카드","카드 고객센터(☎080-2580-161번)로 본인이 전화 주시어 비밀번호 등록을 하신 후 사용하시면 됩니다."
"집전화","모바일에서도 인터넷폰(00727) 사용 가능한가요?","","모바일에서도 인터넷폰(00727) 사용 가능한가요?","국제전화 이용안내 ","현재 모바일을 통해 00727 직접접속, 후불전화카드(구 kt 패스카드)와 선불전화카드(구 월드폰 플러스 카드)를 이용하여 사용이 가능하고 00727 인터넷 폰 직접 접속 서비스는 001을 제외한 모든 이동전화에서 발신이 가능합니다.   ☞ 이용방법: 00727 + 국가번호 + 지역번호 + 전화번호"
"집전화","수급자의 경우 신규 신청시 비용이 얼마인가요?","","수급자의 경우 신규 신청시 비용이 얼마인가요?","요금관련 ","복지 할인 대상자(수급자)의 경우 아래와 같이 할인 혜택이 제공됩니다.      ㅇ 시내/시외 통화료 중 월 150도수(1도수=39원)가 공제: 시외전화는 월 30,000원 한도 내에서 할인 적용     ㅇ 모바일로 건 요금: 월 10,000원 한도 내에서 30% 할인     ㅇ 기본료 및 가입비, 이전 설치비: 전액 면제    ㅇ 114 안내료: 전액 감면(직접연결 서비스 요금은 제외)    ㅇ olleh 인터넷 접속료: 30% 할인 (약정기간 할인과는 중복적용 되지 않음)    ㅇ 모뎀임대료: 약정기간을 정해야만 할인 가능 (단, 계약기간 이내 해지 시에도 할인반환금 미부과)"
"집전화","060-800 SK브로드 정보료는 무엇인가요?","","060-800 SK브로드 정보료는 무엇인가요?","요금관련 ","060-800 SK 브로드 정보료는 타 사업자인 SK 브로드밴드에서 제공하는 전화 정보 제공 서비스(060-800-XXXX) 이용 시 발생한 정보이용료를 kt가 회수 대행하여 청구하는 요금입니다."
"집전화","[회원정책] 아이디와 비밀번호를 잊어버린 경우에는 어떻게 해야 하나요?","","[회원정책] 아이디와 비밀번호를 잊어버린 경우에는 어떻게 해야 하나요?","kt 115전보","i115전보 홈페이지(http://i115.olleh.com) 상단에 위치한 로그인 메뉴 또는 나의115 > 로그인 클릭 후 아이디 찾기/비밀번호 찾기를 통해 확인하실 수 있습니다."
"집전화","[국내전보] 우체국 전보와 다른건가요?","","[국내전보] 우체국 전보와 다른건가요?","kt 115전보","115 전보는 저희 kt가 취급하며, 우체국에서는 취급하지 않습니다.우편송달이라는 용어 때문에 혼돈이 많으실 수 있습니다만, 우편송달은 저희 kt에서 당일 배달이 불가능하거나 장소 특성상 저희 직원이 직접 배달해 드리기 어려운 지역에 한해 우체국에 위탁하여 보내드리는 방식입니다."
